ID Tema,Nome Tema,Link Tema,ID Serviço,Nome Serviço,Link Serviço
680,Imposto Predial e Territorial Urbano (IPTU),https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=680,,,
678,Taxas mobiliárias,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=678,,,
672,Certidões,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=672,,,
677,Senha Web,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=677,,,
675,Cupom de valet,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=675,,,
679,Taxa de resíduos sólidos,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=679,,,
673,Cadastro de Prestadores de Outros Municípios,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=673,,,
674,Nota do Milhão,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=674,,,
676,Parcelamento de tributos,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=676,,,
681,ISS - Imposto Sobre Serviços,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=681,,,
682,Imposto sobre a Transmissão de Bens Imóveis (ITBI),https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=682,,,
685,"Homenagem fúnebre, velório, sepultamento e cremação",https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=685,,,
686,Exumação,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=686,,,
688,Cemitérios,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=688,,,
683,Declaração para o índice de participação dos municípios,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=683,,,
687,Exumação e translado/transferência de corpos,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=687,,,
690,Trabalho infantil,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=690,,,
684,Agendamento eletrônico,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=684,,,
689,População ou pessoa em situação de rua,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=689,,,
692,Programa Ação Jovem,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=692,,,
691,Cadastro Único (CadÚnico),https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=691,,,
699,Alimentação escolar,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=699,,,
694,Programa de Erradicação do Trabalho Infantil (PETI),https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=694,,,
697,Notificação de imóvel ocioso,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=697,,,
700,Apoio à aprendizagem,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=700,,,
696,Programa Renda Mínima,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=696,,,
693,Programa Bolsa Família,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=693,,,
698,Acervo da Secretaria de Educação,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=698,,,
695,Programa Renda Cidadã,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=695,,,
708,Atividades culturais e excursões,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=708,,,
709,Boletim e frequência escolar,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=709,,,
705,Leve Leite,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=705,,,
701,Centros Educacionais Unificados (CEUs),https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=701,,,
704,Comunicação,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=704,,,
702,Uni CEU,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=702,,,
710,Material e uniforme escolar,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=710,,,
706,Olimpíadas estudantis,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=706,,,
703,Servidores da SME,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=703,,,
707,Má conduta de funcionários,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=707,,,
714,"Conselhos, comissões e colegiados",https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=714,,,
717,CIL - central de interpretação de libras,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=717,,,
711,Unidades escolares,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=711,,,
719,Emprego doméstico,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=719,,,
715,Processos administrativos,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=715,,,
718,"Questões raciais, étnicas e religiosas",https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=718,,,
720,Mulher,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=720,,,
712,Programas e centros de capacitação,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=712,,,
713,Transporte escolar,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=713,,,
716,Acessibilidade,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=716,3771,ATENDE+ - Atualizar a FAM (Ficha de avaliação médica),https://sp156.prefeitura.sp.gov.br/portal/servicos/informacao?conteudo=3771
,,,3770,ATENDE+ - Atualizar o endereço residencial,https://sp156.prefeitura.sp.gov.br/portal/servicos/informacao?conteudo=3770
,,,2720,ATENDE+ - Incluir ou alterar programação de viagens,https://sp156.prefeitura.sp.gov.br/portal/servicos/informacao?conteudo=2720
,,,1333,ATENDE+ - Inscrever-se,https://sp156.prefeitura.sp.gov.br/portal/servicos/informacao?conteudo=1333
,,,2721,ATENDE+ - Justificar falta,https://sp156.prefeitura.sp.gov.br/portal/servicos/informacao?conteudo=2721
,,,1006,ATENDE+ - Reclamar de conduta de motorista,https://sp156.prefeitura.sp.gov.br/portal/servicos/informacao?servico=1006
,,,2634,Acessibilidade - solicitar avaliação de obstáculo na calçada,https://sp156.prefeitura.sp.gov.br/portal/servicos/informacao?servico=2634
,,,919,Guia rebaixada - solicitar fiscalização de rebaixamento irregular,https://sp156.prefeitura.sp.gov.br/portal/servicos/informacao?servico=919
725,Consultas médicas em atenção especializada ambulatorial,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=725,,,
722,Cartão SUS e aplicativo Agenda Fácil,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=722,,,
730,Saúde bucal,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=730,,,
726,Exames em atenção especializada ambulatorial - rede hora certa / AMA-E / AE,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=726,,,
727,Procedimentos cirúrgicos em regime de hospital Dia - Rede Hora Certa,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=727,,,
721,Ouvidoria da saúde,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=721,,,
729,Saúde da pessoa idosa,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=729,,,
723,Consulta em atenção básica,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=723,,,
728,Urgências e emergências,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=728,,,
724,Exames de atenção básica em saúde,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=724,,,
737,Serviços de apoio terapêutico,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=737,,,
733,Saúde integral da pessoa em situação de violência,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=733,,,
732,Saúde da criança,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=732,,,
740,Tabagismo,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=740,,,
734,Consultório na rua,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=734,,,
738,"Saúde da pessoa com infecções sexualmente transmissíveis (IST),  HIV e AIDS",https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=738,,,
735,Saúde mental,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=735,,,
739,Redução de danos para álcool e drogas,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=739,,,
736,Saúde da pessoa com deficiência,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=736,,,
731,Assistência domiciliar,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=731,,,
744,Saúde do trabalhador e da trabalhadora,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=744,,,
746,"Medicinas tradicionais,  homeopatia,  práticas integrativas em saúde",https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=746,,,
743,Saúde da população negra,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=743,,,
742,Saúde da população LGBT,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=742,,,
747,Assistência a saúde na urgência e emergência (portas),https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=747,,,
748,Numeração de imóveis,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=748,,,
745,Assistência farmacêutica,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=745,,,
750,Valets e estacionamentos particulares,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=750,,,
741,Saúde da população indígena,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=741,,,
749,Bilhete Único,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=749,2691,Bilhete Único  - Denunciar ponto clandestino de venda de crédito,https://sp156.prefeitura.sp.gov.br/portal/servicos/informacao?servico=2691
,,,968,Bilhete Único - Reclamar sobre atendimento em postos de recarga,https://sp156.prefeitura.sp.gov.br/portal/servicos/informacao?servico=968
,,,970,Bilhete Único - Relatar erro de cobrança em integração (ônibus e metrô/trem),https://sp156.prefeitura.sp.gov.br/portal/servicos/informacao?servico=970
,,,969,Bilhete Único - Relatar falha na recarga,https://sp156.prefeitura.sp.gov.br/portal/servicos/informacao?servico=969
,,,3286,Bilhete Único Estudante - Apresentar justificativa após bloqueio por reconhecimento facial,https://sp156.prefeitura.sp.gov.br/portal/servicos/informacao?servico=3286
,,,3285,Bilhete Único Estudante e Professor - Solicitar extrato de utilização,https://sp156.prefeitura.sp.gov.br/portal/servicos/informacao?servico=3285
,,,3281,Bilhete Único Estudante ou Professor – Solicitar cancelamento de revalidação indevida,https://sp156.prefeitura.sp.gov.br/portal/servicos/informacao?servico=3281
,,,3287,Vale Transporte - Solicitar reembolso,https://sp156.prefeitura.sp.gov.br/portal/servicos/informacao?servico=3287
753,Drenagem de água de chuva,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=753,,,
754,Esgoto e água usada,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=754,,,
758,Ferro velho,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=758,,,
759,Publicidade e poluição visual,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=759,,,
757,Lixão clandestino,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=757,,,
752,Córregos,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=752,,,
760,Reciclagem,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=760,,,
756,"Ruas, vilas, vielas e escadarias",https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=756,,,
751,Fiscalização de obras,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=751,,,
755,Terrenos e imóveis,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=755,,,
765,Veículos abandonados,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=765,,,
762,"Estabelecimentos comerciais, indústrias e serviços",https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=762,,,
768,Instalações esportivas,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=768,,,
770,Ecoponto,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=770,,,
767,Praças,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=767,,,
769,Capinação e roçada de áreas verdes,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=769,,,
763,Ambulantes,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=763,,,
764,Feira Livre,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=764,,,
766,Estacionamento preferencial,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=766,,,
761,Comércio e serviços,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=761,920,"Comércio, serviço e indústria - solicitar fiscalização de funcionamento",https://sp156.prefeitura.sp.gov.br/portal/servicos/informacao?servico=920
,,,844,"Denúncia de condições inadequadas de equipamentos de transportes (elevadores, escadas rolantes, plataforma de elevação vertical)",https://sp156.prefeitura.sp.gov.br/portal/servicos/informacao?servico=844
,,,948,Feira Livre - Fazer reclamação sobre falta de limpeza da rua,https://sp156.prefeitura.sp.gov.br/portal/servicos/informacao?servico=948
,,,840,"Mercados/Sacolões/Centrais de Abastecimento - Fazer sugestão, elogio ou reclamação",https://sp156.prefeitura.sp.gov.br/portal/servicos/informacao?servico=840
,,,916,Propaganda irregular - solicitar remoção,https://sp156.prefeitura.sp.gov.br/portal/servicos/informacao?servico=916
,,,3198,Publicidade - Obter licença de anúncios informativos (CADAN),https://sp156.prefeitura.sp.gov.br/portal/servicos/informacao?conteudo=3198
,,,924,Solicitar fiscalização de ambulantes,https://sp156.prefeitura.sp.gov.br/portal/servicos/informacao?servico=924
,,,925,Solicitar fiscalização de feira livre,https://sp156.prefeitura.sp.gov.br/portal/servicos/informacao?servico=925
778,BU Comum,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=778,,,
774,Alistamento e Serviço Militar,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=774,,,
776,Ação indenizatória,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=776,,,
777,Pontos de ônibus,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=777,,,
775,Dívida Ativa,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=775,,,
772,Acessibilidade em edificações,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=772,,,
773,Instalações físicas e equipamentos acessíveis,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=773,,,
771,"Reparos em  Asfalto, Pontes, Viadutos e Túneis",https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=771,,,
779,Ônibus e ponto de ônibus,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=779,,,
780,Linhas e itinerários de ônibus,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=780,,,
784,SPTrans,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=784,,,
782,"Terminal, corredor e estação",https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=782,,,
786,Mãe Paulistana,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=786,,,
788,Saúde,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=788,,,
789,Transportes (CET),https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=789,,,
790,Programas Sociais,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=790,,,
781,Manutenção e conservação de ônibus,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=781,,,
783,ATENDE+ - Transporte para Pessoas com Deficiência,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=783,,,
787,Links de Consulta,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=787,,,
785,"Ônibus - Conduta de Trabalho do Motorista, Cobrador e Fiscal",https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=785,,,
792,Dúvidas Frequentes Bilhete do Professor,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=792,,,
797,Dúvidas Frequentes da Gratuidade para Estudantes,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=797,,,
793,duvidas,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=793,,,
791,Outros,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=791,,,
798,Dúvidas Frequentes do Novo Bilhete Único,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=798,,,
794,Dúvidas Frequentes Estudante,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=794,,,
796,Dúvidas Frequentes Bilhete do Idoso,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=796,,,
800,Áreas Contaminadas,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=800,,,
795,Dúvidas Frequentes Bilhete Mãe Paulistana,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=795,,,
799,Meio Ambiente,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=799,1027,Denunciar cheiro forte causando incômodo,https://sp156.prefeitura.sp.gov.br/portal/servicos/informacao?servico=1027
,,,1034,Denúncia de despejo irregular de esgoto ou outros poluentes de águas dentro dos limites do município,https://sp156.prefeitura.sp.gov.br/portal/servicos/informacao?servico=1034
,,,1028,Denúncia de retirada e uso de água subterrânea sem autorização,https://sp156.prefeitura.sp.gov.br/portal/servicos/informacao?servico=1028
,,,4319,Parques Naturais Municipais – Agendar visita,https://sp156.prefeitura.sp.gov.br/portal/servicos/informacao?conteudo=4319
,,,1024,Parques – Denunciar uso inadequado,https://sp156.prefeitura.sp.gov.br/portal/servicos/informacao?servico=1024
,,,1025,Parques – Reclamar de má conduta de funcionários (as),https://sp156.prefeitura.sp.gov.br/portal/servicos/informacao?servico=1025
,,,1026,"Poluição do ar - Denunciar fumaça, fuligem, poeira e outras partículas",https://sp156.prefeitura.sp.gov.br/portal/servicos/informacao?servico=1026
,,,3495,Árvore em área interna - Comunicar remoção ou poda emergencial à Prefeitura,https://sp156.prefeitura.sp.gov.br/portal/servicos/informacao?conteudo=3495
802,Licenciamento Ambiental,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=802,,,
801,Licenciamento Industrial,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=801,,,
803,Parques,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=803,,,
804,Poluição do Ar,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=804,,,
808,Certidão Ambiental,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=808,,,
809,Multa Ambiental,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=809,,,
805,Água Subterrânea/Curso d'Água,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=805,,,
807,Sacolinhas Plásticas,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=807,,,
810,Rios e Córregos,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=810,,,
806,Ocupação Irregular,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=806,,,
814,Bilhete Único Anônimo (sem cadastro),https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=814,,,
815,Bilhete Único Gestante,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=815,,,
817,Carteira de Identificação Estudantil,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=817,,,
819,Bilhete Único Pessoa com Deficiência - PCD,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=819,,,
818,Gratuidade para Estudantes,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=818,,,
812,Novo Bilhete Único,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=812,,,
813,Bilhete Único Mãe Paulistana,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=813,,,
816,Bilhete Único Idoso,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=816,,,
820,Bilhete Único Obeso,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=820,,,
811,Bilhete Único do Professor,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=811,,,
822,Denúncias de condições sanitárias inadequadas ou de risco à saúde,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=822,,,
821,Bilhete Único Vale Transporte,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=821,,,
855,Árvore,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=855,,,
888,Duvidas teste,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=888,,,
927,Centro de formação e acompanhamento à inclusão - CEFAI,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=927,,,
930,Inscrição de aluno no Recreio nas Férias,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=930,,,
926,Apoio de auxiliar de vida escolar,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=926,,,
929,Formação para professores,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=929,,,
922,Orientação e informação sobre notificação de imóvel ocioso,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=922,,,
924,Dúvidas Frequentes,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=924,,,
925,Reparcelamento de Dívida Ativa,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=925,,,
928,Fiscalização de estabelecimentos comerciais e serviços,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=928,,,
921,Biblioteca pedagógica professora Alaíde Bueno Rodrigues,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=921,,,
923,Vistoria de colméia / vespeiro instalado,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=923,,,
932,Reclamação de uniforme diferente do solicitado,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=932,,,
939,Certidão de informações de tributos imobiliários,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=939,,,
933,Uniforme escolar,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=933,,,
940,Solicitação Senha Web,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=940,,,
935,Memória técnica documental,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=935,,,
938,Certidão negativa de débitos de tributos imobiliários,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=938,,,
937,Sala de apoio e acompanhamento à inclusão (SAAI),https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=937,,,
934,Uni CEU - cursos abertos,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=934,,,
931,Reclamações de entrega do Leve Leite,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=931,,,
936,Memorial do ensino municipal,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=936,,,
943,Dúvidas Frequentes Turismo,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=943,,,
942,Dúvidas Frequentes Programa Nota Fiscal Paulistana - Sua Nota Vale 1 Milhão,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=942,,,
944,Ouvidoria Geral do Município DELETAR,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=944,,,
945,Ouvidoria Geral do Município_para excluir,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=945,,,
941,Dúvidas Frequentes Finanças,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=941,,,
946,Ouvidoria Geral do Município,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=946,,,
979,Abordagem social a pessoa em situação de rua,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=979,,,
980,HSPM,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=980,,,
978,Dúvidas Frequentes Abordagem social a pessoa em situação de rua,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=978,,,
1015,Certificado de reservista,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=1015,,,
1017,Retificação de dados,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=1017,,,
1013,Alistamento no Serviço Militar,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=1013,,,
1014,Certificado de dispensa de incorporação (CDI),https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=1014,,,
1016,Transferência de junta do serviço militar,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=1016,,,
1019,Ambulatório Descentralizado de São Miguel (Zona Leste),https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=1019,,,
1020,Ambulatório Descentralizado da Lapa (Zona Oeste),https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=1020,,,
1018,Ambulatório Descentralizado do Carrão (Zona Leste),https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=1018,,,
1023,Clínicas e Serviços,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=1023,,,
1025,PACET - posto avançado de conciliação extraprocessual do trabalhador - consulta de dívidas (nome limpo),https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=1025,,,
1024,Outros,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=1024,,,
1021,Ambulatório Descentralizado do Tucuruvi (Zona Norte),https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=1021,,,
1022,Ambulatório Descentralizado de Santo Amaro (Zona Sul),https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=1022,,,
1059,Solicitações,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=1059,,,
1058,Ouvidor SUS,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=1058,,,
1060,Telefones Úteis,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=1060,,,
1063,Dúvidas frequentes,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=1063,,,
1062,CIL- Central de Intermediação em Libras,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=1062,,,
1061,CATA - BAGULHO,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=1061,,,
1096,SAC/GRC,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=1096,,,
1099,Buraco,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=1099,,,
1097,População ou Pessoa em Situação de Rua,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=1097,,,
1100,Feira Livre,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=1100,,,
1098,CET / Zona Azul,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=1098,,,
1107,Capinação/Roçada de áreas vegetadas,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=1107,,,
1109,Animais / Pernilongo,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=1109,,,
1101,Transporte publico / Conduta de Trabalho,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=1101,,,
1102,Comercio irregular,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=1102,,,
1108,Entulho,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=1108,,,
1104,CET / Fiscalização,https://sp156.prefeitura.sp.gov.br/portal/tipos-servicos?tema=1104,,,
